earthx,earthy,jwx,jwy
1158918611.934037,18584067541.592384,-329365800.550958,18770403756.851738
1164476410.356302,18628402118.510033,-323751813.331527,18815182841.894974
1170047451.564697,18672735033.457008,-318124449.398319,18859960248.156818
1175631735.062328,18717066282.478065,-312483709.252932,18904735971.641922
1181229260.351125,18761395861.618092,-306829593.398156,18949510008.355145
1186840026.931832,18805723766.922112,-301162102.337975,18994282354.301418
1192464034.304016,18850049994.435299,-295481236.577563,19039053005.485893
1198101281.966061,18894374540.202972,-289786996.623288,19083821957.913830
1203751769.415169,18938697400.270603,-284079382.982709,19128589207.590649
1209415496.147363,18983018570.683838,-278358396.164578,19173354750.521923
1215092461.657485,19027338047.488453,-272624036.678838,19218118582.713371
1220782665.439196,19071655826.730370,-266876305.036625,19262880700.170891
1226486106.984975,19115971904.455673,-261115201.750266,19307641098.900490
1232202785.786122,19160286276.710606,-255340727.333281,19352399774.908367
1237932701.332756,19204598939.541546,-249552882.300381,19397156724.200848
1243675853.113814,19248909888.995018,-243751667.167469,19441911942.784435
1249432240.617053,19293219121.117710,-237937082.451641,19486665426.665764
1255201863.329052,19337526631.956478,-232109128.671182,19531417171.851624
1260984720.735206,19381832417.558327,-226267806.345571,19576167174.348965
1266780812.319732,19426136473.970383,-220413115.995478,19620915430.164906
1272590137.565664,19470438797.239971,-214545058.142764,19665661935.306717
1278412695.954858,19514739383.414547,-208663633.310484,19710406685.781811
1284248486.967989,19559038228.541714,-202768842.022880,19755149677.597736
1290097510.084552,19603335328.669239,-196860684.805390,19799890906.762245
1295959764.782861,19647630679.845058,-190939162.184640,19844630369.283237
1301835250.540051,19691924278.117249,-185004274.688450,19889368061.168736
1307723966.832077,19736216119.534042,-179056022.845830,19934103978.426949
1313625913.133710,19780506200.143829,-173094407.186981,19978838117.066219
1319541088.918547,19824794515.995163,-167119428.243295,20023570473.095089
1325469493.659000,19869081063.136745,-161131086.547357,20068301042.522236
1331411126.826304,19913365837.617451,-155129382.632941,20113029821.356480
1337365987.890515,19957648835.486279,-149114317.035014,20157756805.606823
1343334076.320506,20001930052.792446,-143085890.289732,20202481991.282421
1349315391.583972,20046209485.585281,-137044102.934443,20247205374.392582
1355309933.147429,20090487129.914272,-130988955.507686,20291926950.946781
1361317700.476209,20134762981.829079,-124920448.549191,20336646716.954655
1367338693.034471,20179037037.379532,-118838582.599879,20381364668.425991
1373372910.285189,20223309292.615593,-112743358.201862,20426080801.370743
1379420351.690162,20267579743.587418,-106634775.898440,20470795111.799034
1385481016.710004,20311848386.345295,-100512836.234108,20515507595.721165
1391554904.804154,20356115216.939667,-94377539.754548,20560218249.147545
1397642015.430870,20400380231.421200,-88228887.006635,20604927068.088799
1403742348.047231,20444643425.840645,-82066878.538434,20649634048.555695
1409855902.109137,20488904796.248962,-75891514.899199,20694339186.559158
1415982677.071307,20533164338.697243,-69702796.639377,20739042478.110298
1422122672.387283,20577422049.236786,-63500724.310602,20783743919.220345
1428275887.509426,20621677923.919014,-57285298.465703,20828443505.900753
1434442321.888918,20665931958.795525,-51056519.658694,20873141234.163105
1440621974.975765,20710184149.918087,-44814388.444784,20917837100.019157
1446814846.218790,20754434493.338615,-38558905.380369,20962531099.480820
1453020935.065639,20798682985.109211,-32290071.023037,21007223228.560188
1459240240.962780,20842929621.282127,-26007885.931565,21051913483.269524
1465472763.355499,20887174397.909809,-19712350.665920,21096601859.621227
1471718501.687906,20931417311.044815,-13403465.787261,21141288353.627880
1477977455.402930,20975658356.739910,-7081231.857933,21185972961.302273
1484249623.942325,21019897531.048016,-745649.441475,21230655678.657295
1490535006.746662,21064134830.022209,5603280.897385,21275336501.706032
1496833603.255337,21108370249.715755,11965558.592733,21320015426.461761
1503145412.906564,21152603786.182083,18341183.077459,21364692448.937908
1509470435.137381,21196835435.474785,24730153.783269,21409367565.148067
1515808669.383647,21241065193.647598,31132470.140675,21454040771.105991
1522160115.080042,21285293056.754467,37548131.579003,21498712062.825619
1528524771.660068,21329519020.849483,43977137.526387,21543381436.321056
1534902638.556047,21373743081.986908,50419487.409771,21588048887.606571
1541293715.199127,21417965236.221184,56875180.654913,21632714412.696636
1547698001.019274,21462185479.606915,63344216.686378,21677378007.605850
1554115495.445277,21506403808.198860,69826594.927544,21722039668.349014
1560546197.904747,21550620218.051991,76322314.800597,21766699390.941093
1566990107.824117,21594834705.221405,82831375.726537,21811357171.397194
1573447224.628642,21639047265.762398,89353777.125173,21856013005.732639
1579917547.742398,21683257895.730427,95889518.415125,21900666889.962921
1586401076.588285,21727466591.181126,102438599.013824,21945318820.103680
1592897810.588023,21771673348.170300,109001018.337512,21989968792.170746
1599407749.162155,21815878162.753929,115576775.801243,22034616802.180115
1605930891.730048,21860081030.988159,122165870.818879,22079262846.147949
1612467237.709888,21904281948.929321,128768302.803097,22123906920.090633
1619016786.518687,21948480912.633900,135384071.165382,22168549020.024654
1625579537.572276,21992677918.158581,142013175.316032,22213189141.966743
1632155490.285311,22036872961.560196,148655614.664157,22257827281.933769
1638744644.071268,22081066038.895794,155311388.617676,22302463435.942776
1645346998.342448,22125257146.222538,161980496.583320,22347097600.011005
1651962552.509974,22169446279.597820,168662937.966634,22391729770.155853
1658591305.983791,22213633435.079182,175358712.171971,22436359942.394909
1665233258.172668,22257818608.724350,182067818.602497,22480988112.745937
1671888408.484195,22302001796.591232,188790256.660189,22525614277.226875
1678556756.324785,22346182994.737907,195526025.745838,22570238431.855816
1685238301.099676,22390362199.222637,202275125.259044,22614860572.651093
1691933042.212925,22434539406.103840,209037554.598219,22659480695.631172
1698640979.067416,22478714611.440121,215813313.160588,22704098796.814690
1705362111.064855,22522887811.290279,222602400.342188,22748714872.220497
1712096437.605768,22567059001.713287,229404815.537866,22793328917.867603
1718843958.089509,22611228178.768295,236220558.141283,22837940929.775200
1725604671.914251,22655395338.514622,243049627.544911,22882550903.962673
1732378578.476994,22699560477.011768,249892023.140033,22927158836.449589
1739165677.173557,22743723590.319447,256747744.316748,22971764723.255661
1745965967.398587,22787884674.497494,263616790.463963,23016368560.400829
1752779448.545552,22832043725.605988,270499160.969398,23060970343.905193
1759606120.006742,22876200739.705139,277394855.219588,23105570069.789021
1766445981.173274,22920355712.855373,284303872.599877,23150167734.072796
1773299031.435083,22964508641.117271,291226212.494423,23194763332.777176
1780165270.180936,23008659520.551617,298161874.286196,23239356861.922981
1787044696.798416,23052808347.219368,305110857.356980,23283948317.531239
1793937310.673933,23096955117.181660,312073161.087370,23328537695.623169
1800843111.192721,23141099826.499825,319048784.856773,23373124992.220127
1807762097.738838,23185242471.235363,326037728.043410,23417710203.343704
1814694269.695164,23229383047.449982,333039990.024314,23462293325.015656
1821639626.443404,23273521551.205551,340055570.175332,23506874353.257927
1828598167.364089,23317657978.564125,347084467.871123,23551453284.092655
1835569891.836570,23361792325.587955,354126682.485158,23596030113.542160
1842554799.239026,23405924588.339462,361182213.389722,23640604837.628933
1849552888.948457,23450054762.881275,368251059.955913,23685177452.375660
1856564160.340688,23494182845.276207,375333221.553642,23729747953.805237
1863588612.790372,23538308831.587238,382428697.551632,23774316337.940723
1870626245.670981,23582432717.877544,389537487.317422,23818882600.805370
1877677058.354816,23626554500.210495,396659590.217361,23863446738.422626
1884741050.212997,23670674174.649635,403795005.616612,23908008746.816132
1891818220.615474,23714791737.258720,410943732.879154,23952568622.009705
1898908568.931018,23758907184.101669,418105771.367776,23997126360.027344
1906012094.527226,23803020511.242592,425281120.444081,24041681956.893257
1913128796.770521,23847131714.745800,432469779.468489,24086235408.631844
1920258675.026148,23891240790.675800,439671747.800228,24130786711.267681
1927401728.658178,23935347735.097263,446887024.797344,24175335860.825542
1934557957.029508,23979452544.075077,454115609.816695,24219882853.330395
1941727359.501858,24023555213.674290,461357502.213953,24264427684.807388
1948909935.435772,24067655739.960163,468612701.343604,24308970351.281887
1956105684.190624,24111754118.998146,475881206.558947,24353510848.779404
1963314605.124607,24155850346.853889,483163017.212096,24398049173.325706
1970536697.594743,24199944419.593201,490458132.653978,24442585320.946709
1977771960.956880,24244036333.282116,497766552.234335,24487119287.668530
1985020394.565687,24288126083.986851,505088275.301722,24531651069.517479
1992281997.774663,24332213667.773808,512423301.203509,24576180662.520073
1999556769.936127,24376299080.709587,519771629.285879,24620708062.703022
2006844710.401229,24420382318.860981,527133258.893832,24665233266.093235
2014145818.519940,24464463378.294994,534508189.371179,24709756268.717777
2021460093.641061,24508542255.078789,541896420.060548,24754277066.603935
2028787535.112213,24552618945.279751,549297950.303379,24798795655.779228
2036128142.279848,24596693444.965446,556712779.439929,24843312032.271324
2043481914.489240,24640765750.203644,564140906.809266,24887826192.108101
2050848851.084491,24684835857.062321,571582331.749278,24932338131.317631
2058228951.408527,24728903761.609619,579037053.596663,24976847845.928188
2065622214.803103,24772969459.913898,586505071.686935,25021355331.968250
2073028640.608795,24817032948.043713,593986385.354423,25065860585.466488
2080448228.165009,24861094222.067810,601480993.932272,25110363602.451756
2087880976.809977,24905153278.055138,608988896.752441,25154864378.953136
2095326885.880755,24949210112.074821,616510093.145702,25199362910.999889
2102785954.713226,24993264720.196228,624044582.441645,25243859194.621490
2110258182.642100,25037317098.488899,631592363.968674,25288353225.847576
2117743569.000912,25081367243.022556,639153437.054007,25332845000.708031
2125242113.122024,25125415149.867149,646727801.023680,25377334515.232922
2132753814.336624,25169460815.092815,654315455.202541,25421821765.452515
2140278671.974729,25213504234.769882,661916398.914255,25466306747.397274
2147816685.365178,25257545404.968895,669530631.481302,25510789457.097881
2155367853.835641,25301584321.760571,677158152.224979,25555269890.585213
2162932176.712611,25345620981.215874,684798960.465396,25599748043.890324
2170509653.321410,25389655379.405945,692453055.521479,25644223913.044498
2178100282.986188,25433687512.402122,700120436.710972,25688697494.079224
2185704065.029919,25477717376.275955,707801103.350431,25733168783.026184
2193320998.774403,25521744967.099159,715495054.755232,25777637775.917255
2200951083.540271,25565770280.943710,723202290.239563,25822104468.784550
2208594318.646976,25609793313.881760,730922809.116430,25866568857.660339
2216250703.412803,25653814061.985657,738656610.697653,25911030938.577137
2223920237.154862,25697832521.327953,746403694.293871,25955490707.567657
2231602919.189092,25741848687.981434,754164059.214536,25999948160.664810
2239298748.830254,25785862558.019043,761937704.767919,26044403293.901703
2247007725.391943,25829874127.513966,769724630.261104,26088856103.311672
2254729848.186576,25873883392.539577,777524834.999993,26133306584.928242
2262465116.525400,25917890349.169453,785338318.289305,26177754734.785149
2270213529.718489,25961894993.477379,793165079.432575,26222200548.916336
2277975087.074747,26005897321.537354,801005117.732152,26266644023.355965
2285749787.901900,26049897329.423580,808858432.489205,26311085154.138386
2293537631.506506,26093895013.210461,816725023.003717,26355523937.298172
2301338617.193950,26137890368.972622,824604888.574489,26399960368.870106
2309152744.268444,26181883392.784874,832498028.499137,26444394444.889172
2316980012.033030,26225874080.722248,840404442.074097,26488826161.390575
2324820419.789576,26269862428.859985,848324128.594618,26533255514.409706
2332673966.838778,26313848433.273544,856257087.354769,26577682499.982185
2340540652.480160,26357832090.038578,864203317.647432,26622107114.143845
2348420476.012074,26401813395.230915,872162818.764312,26666529352.930714
2356313436.731703,26445792344.926678,880135589.995924,26710949212.379047
2364219533.935052,26489768935.202126,888121630.631606,26755366688.525318
2372138766.916961,26533743162.133751,896120939.959510,26799781777.406178
2380071134.971097,26577715021.798275,904133517.266606,26844194475.058529
2388016637.389953,26621684510.272602,912159361.838680,26888604777.519451
2395975273.464849,26665651623.633865,920198472.960339,26933012680.826267
2403947042.485939,26709616357.959408,928250849.915003,26977418181.016502
2411931943.742202,26753578709.326786,936316491.984913,27021821274.127880
2419929976.521444,26797538673.813740,944395398.451124,27066221956.198368
2427941140.110306,26841496247.498253,952487568.593514,27110620223.266125
2435965433.794251,26885451426.458538,960593001.690772,27155016071.369518
2444002856.857575,26929404206.772991,968711697.020411,27199409496.547173
2452053408.583402,26973354584.520218,976843653.858756,27243800494.837879
2460117088.253685,27017302555.779049,984988871.480955,27288189062.280659
2468193895.149206,27061248116.628532,993147349.160971,27332575194.914749
2476283828.549576,27105191263.147942,1001319086.171586,27376958888.779636
2484386887.733234,27149131991.416752,1009504081.784399,27421340139.914982
2492503071.977450,27193070297.514648,1017702335.269828,27465718944.360687
2500632380.558321,27237006177.521538,1025913845.897109,27510095298.156841
2508774812.750779,27280939627.517540,1034138612.934297,27554469197.343792
2516930367.828579,27324870643.583008,1042376635.648265,27598840637.962063
2525099045.064308,27368799221.798489,1050627913.304703,27643209616.052456
2533280843.729385,27412725358.244762,1058892445.168121,27687576127.655930
2541475763.094054,27456649049.002819,1067170230.501847,27731940168.813705
2549683802.427392,27500570290.153870,1075461268.568027,27776301735.567188
2557904960.997304,27544489077.779343,1083765558.627627,27820660823.958023
2566139238.070527,27588405407.960888,1092083099.940430,27865017430.028084
2574386632.912626,27632319276.780365,1100413891.765040,27909371549.819450
2582647144.787997,27676230680.319874,1108757933.358877,27953723179.374443
2590920772.959864,27720139614.661716,1117115223.978183,27998072314.735558
2599207516.690283,27764046075.888405,1125485762.878017,28042418951.945564
2607507375.240140,27807950060.082687,1133869549.312258,28086763087.047432
2615820347.869153,27851851563.327549,1142266582.533602,28131104716.084354
2624146433.835867,27895750581.706169,1150676861.793567,28175443835.099743
2632485632.397660,27939647111.301960,1159100386.342488,28219780440.137241
2640837942.810736,27983541148.198540,1167537155.429520,28264114527.240707
2649203364.330136,28027432688.479790,1175987168.302640,28308446092.454235
2657581896.209727,28071321728.229755,1184450424.208640,28352775131.822124
2665973537.702207,28115208263.532757,1192926922.393136,28397101641.388908
2674378288.059106,28159092290.473312,1201416662.100559,28441425617.199364
2682796146.530787,28202973805.136162,1209919642.574163,28485747055.298458
2691227112.366436,28246852803.606277,1218435863.056019,28530065951.731419
2699671184.814080,28290729281.968857,1226965322.787022,28574382302.543667
2708128363.120569,28334603236.309322,1235508021.006882,28618696103.780888
2716598646.531589,28378474662.713314,1244063956.954131,28663007351.488956
2725082034.291655,28422343557.266697,1252633129.866123,28707316041.713989
2733578525.644114,28466209916.055569,1261215538.979028,28751622170.502335
2742088119.831141,28510073735.166256,1269811183.527839,28795925733.900574
2750610816.093748,28553935010.685307,1278420062.746369,28840226727.955482
2759146613.671771,28597793738.699482,1287042175.867251,28884525148.714111
2767695511.803885,28641649915.295799,1295677522.121937,28928820992.223705
2776257509.727592,28685503536.561485,1304326100.740701,28973114254.531761
2784832606.679228,28729354598.583996,1312987910.952636,29017404931.685989
2793420801.893960,28773203097.451012,1321662951.985656,29061693019.734352
2802022094.605784,28817049029.250446,1330351223.066498,29105978514.725010
2810636484.047531,28860892390.070457,1339052723.420717,29150261412.706364
2819263969.450861,28904733175.999382,1347767452.272687,29194541709.727062
2827904550.046269,28948571383.125858,1356495408.845608,29238819401.835968
2836558225.063081,28992407007.538692,1365236592.361497,29283094485.082195
2845224993.729456,29036240045.326954,1373991002.041193,29327366955.515064
2853904855.272382,29080070492.579922,1382758637.104354,29371636809.184143
2862597808.917681,29123898345.387146,1391539496.769464,29415904042.139229
2871303853.890007,29167723599.838360,1400333580.253825,29460168650.430347
2880022989.412848,29211546252.023548,1409140886.773558,29504430630.107777
2888755214.708522,29255366298.032925,1417961415.543610,29548689977.222000
2897500528.998180,29299183733.956963,1426795165.777746,29592946687.823765
2906258931.501807,29342998555.886318,1435642136.688553,29637200757.964020
2915030421.438219,29386810759.911922,1444502327.487442,29681452183.693966
2923814998.025066,29430620342.124924,1453375737.384640,29725700961.065052
2932612660.478830,29474427298.616692,1462262365.589202,29769947086.128948
2941423408.014825,29518231625.478855,1471162211.309000,29814190554.937546
2950247239.847199,29562033318.803265,1480075273.750732,29858431363.543003
2959084155.188933,29605832374.681999,1489001552.119914,29902669507.997704
2967934153.251842,29649628789.207394,1497941045.620885,29946904984.354259
2976797233.246568,29693422558.471992,1506893753.456806,29991137788.665508
2985673394.382595,29737213678.568588,1515859674.829662,30035367916.984566
2994562635.868237,29781002145.590210,1524838808.940258,30079595365.364735
3003464956.910636,29824787955.630116,1533831154.988221,30123820129.859608
3012380356.715776,29868571104.781822,1542836712.172002,30168042206.522987
3021308834.488469,29912351589.139069,1551855479.688872,30212261591.408920
3030250389.432363,29956129404.795811,1560887456.734927,30256478280.571682
3039205020.749936,29999904547.846275,1569932642.505084,30300692270.065796
3048172727.642503,30043677014.384918,1578991036.193082,30344903555.946045
3057153509.310213,30087446800.506424,1588062636.991484,30389112134.267418
3066147364.952047,30131213902.305725,1597147444.091676,30433318001.085152
3075154293.765820,30174978315.877998,1606245456.683865,30477521152.454750
3084174294.948180,30218740037.318642,1615356673.957082,30521721584.431934
3093207367.694613,30262499062.723305,1624481095.099180,30565919293.072670
3102253511.199436,30306255388.187881,1633618719.296837,30610114274.433197
3111312724.655799,30350009009.808498,1642769545.735550,30654306524.569935
3120385007.255691,30393759923.681526,1651933573.599645,30698496039.539589
3129470358.189929,30437508125.903587,1661110802.072267,30742682815.399117
3138568776.648169,30481253612.571526,1670301230.335384,30786866848.205692
3147680261.818901,30524996379.782440,1679504857.569789,30831048134.016747
3156804812.889447,30568736423.633675,1688721682.955100,30875226668.889935
3165942429.045966,30612473740.222805,1697951705.669754,30919402448.883179
3175093109.473451,30656208325.647659,1707194924.891015,30963575470.054646
3184256853.355727,30699940176.006310,1716451339.794971,31007745728.462742
3193433659.875459,30743669287.397049,1725720949.556531,31051913220.166126
3202623528.214143,30787395655.918442,1735003753.349431,31096077941.223690
3211826457.552111,30831119277.669304,1744299750.346227,31140239887.694592
3221042447.068531,30874840148.748657,1753608939.718301,31184399055.638191
3230271495.941405,30918558265.255806,1762931320.635861,31228555441.114159
3239513603.347571,30962273623.290283,1772266892.267937,31272709040.182388
3248768768.462702,31005986218.951870,1781615653.782382,31316859848.902977
3258036990.461304,31049696048.340603,1790977604.345875,31361007863.336338
3267318268.516723,31093403107.556732,1800352743.123919,31405153079.543083
3276612601.801137,31137107392.700802,1809741069.280840,31449295493.584091
3285919989.485560,31180808899.873573,1819142581.979792,31493435101.520493
3295240430.739841,31224507625.176075,1828557280.382750,31537571899.413681
3304573924.732669,31268203564.709557,1837985163.650515,31581705883.325272
3313920470.631562,31311896714.575539,1847426230.942712,31625837049.317139
3323280067.602880,31355587070.875782,1856880481.417791,31669965393.451401
3332652714.811815,31399274629.712288,1866347914.233028,31714090911.790466
3342038411.422397,31442959387.187325,1875828528.544521,31758213600.396942
3351437156.597488,31486641339.403404,1885322323.507197,31802333455.333725
3360848949.498794,31530320482.463284,1894829298.274805,31846450472.663933
3370273789.286851,31573996812.469963,1904349451.999921,31890564648.450966
3379711675.121033,31617670325.526726,1913882783.833944,31934675978.758465
3389162606.159549,31661341017.737068,1923429292.927101,31978784459.650314
3398626581.559447,31705008885.204754,1932988978.428440,32022890087.190643
3408103600.476612,31748673924.033810,1942561839.485841,32066992857.443871
3417593662.065760,31792336130.328484,1952147875.246003,32111092766.474648
3427096765.480448,31835995500.193298,1961747084.854455,32155189810.347889
3436612909.873072,31879652029.733055,1971359467.455549,32199283985.128738
3446142094.394861,31923305715.052746,1980985022.192463,32243375286.882626
3455684318.195881,31966956552.257668,1990623748.207205,32287463711.675220
3465239580.425037,32010604537.453346,2000275644.640603,32331549255.572456
3474807880.230069,32054249666.745583,2009940710.632313,32375631914.640503
3484389216.757556,32097891936.240417,2019618945.320818,32419711684.945812
3493983589.152913,32141531342.044132,2029310347.843427,32463788562.555080
3503590996.560390,32185167880.263294,2039014917.336274,32507862543.535263
3513211438.123080,32228801547.004700,2048732652.934321,32551933623.953575
3522844912.982909,32272432338.375412,2058463553.771354,32596001799.877476
3532491420.280643,32316060250.482765,2068207618.979988,32640067067.374706
3542150959.155882,32359685279.434341,2077964847.691662,32684129422.513245
3551823528.747068,32403307421.337963,2087735239.036644,32728188861.361359
3561509128.191478,32446926672.301701,2097518792.144027,32772245379.987526
3571207756.625226,32490543028.433933,2107315506.141731,32816298974.460533
3580919413.183267,32534156485.843262,2117125380.156503,32860349640.849388
3590644096.999392,32577767040.638557,2126948413.313917,32904397375.223385
3600381807.206230,32621374688.928913,2136784604.738374,32948442173.652069
3610132542.935249,32664979426.823750,2146633953.553101,32992484032.205242
3619896303.316755,32708581250.432686,2156496458.880153,33036522946.952984
3629673087.479893,32752180155.865643,2166372119.840414,33080558913.965614
3639462894.552641,32795776139.232780,2176260935.553594,33124591929.313728
3649265723.661823,32839369196.644516,2186162905.138226,33168621989.068188
3659081573.933098,32882959324.211529,2196078027.711677,33212649089.300102
3668910444.490962,32926546518.044769,2206006302.390138,33256673226.080856
3678752334.458753,32970130774.255444,2215947728.288628,33300694395.482090
3688607242.958645,33013712088.955029,2225902304.520993,33344712593.575722
3698475169.111653,33057290458.255245,2235870030.199911,33388727816.433922
3708356112.037628,33100865878.268082,2245850904.436882,33432740060.129112
3718250070.855264,33144438345.105797,2255844926.342235,33476749320.733986
3728157044.682091,33188007854.880924,2265852095.025133,33520755594.321545
3738077032.634480,33231574403.706245,2275872409.593558,33564758876.965000
3748010033.827637,33275137987.694790,2285905869.154327,33608759164.737862
3757956047.375614,33318698602.959885,2295952472.813081,33652756453.713886
3767915072.391297,33362256245.615105,2306012219.674292,33696750739.967094
3777887107.986413,33405810911.774288,2316085108.841259,33740742019.571808
3787872153.271529,33449362597.551533,2326171139.416113,33784730288.602585
3797870207.356051,33492911299.061222,2336270310.499807,33828715543.134239
3807881269.348225,33536457012.418003,2346382621.192127,33872697779.241886
3817905338.355140,33579999733.736767,2356508070.591686,33916676993.000900
3827942413.482718,33623539459.132683,2366646657.795928,33960653180.486916
3837992493.835724,33667076184.721195,2376798381.901123,34004626337.775829
3848055578.517767,33710609906.618000,2386963242.002373,34048596460.943844
3858131666.631290,33754140620.939087,2397141237.193607,34092563546.067375
3868220757.277579,33797668323.800674,2407332366.567582,34136527589.223160
3878322849.556760,33841193011.319286,2417536629.215887,34180488586.488178
3888437942.567800,33884714679.611710,2427754024.228938,34224446533.939686
3898566035.408506,33928233324.794979,2437984550.695981,34268401427.655216
3908707127.175523,33971748942.986435,2448228207.705090,34312353263.712559
3918861216.964340,34015261530.303635,2458484994.343174,34356302038.189812
3929028303.869287,34058771082.864456,2468754909.695966,34400247747.165306
3939208386.983531,34102277596.787018,2479037952.848030,34444190386.717651
3949401465.399083,34145781068.189716,2489334122.882760,34488129952.925720
3959607538.206791,34189281493.191227,2499643418.882381,34532066441.868713
3969826604.496351,34232778867.910484,2509965839.927947,34575999849.626060
3980058663.356294,34276273188.466713,2520301385.099339,34619930172.277451
3990303713.873992,34319764450.979401,2530650053.475273,34663857405.902878
4000561755.135661,34363252651.568283,2541011844.133291,34707781546.582626
4010832786.226358,34406737786.353424,2551386756.149769,34751702590.397186
4021116806.229979,34450219851.455109,2561774788.599912,34795620533.427429
4031413814.229267,34493698842.993919,2572175940.557753,34839535371.754387
4041723809.305799,34537174757.090683,2582590211.096158,34883447101.459442
4052046790.539999,34580647589.866577,2593017599.286824,34927355718.624229
4062382757.011130,34624117337.442970,2603458104.200277,34971261219.330666
4072731707.797299,34667583995.941559,2613911724.905876,35015163599.660942
4083093641.975452,34711047561.484283,2624378460.471806,35059062855.697517
4093468558.621381,34754508030.193367,2634858309.965089,35102958983.523155
4103856456.809714,34797965398.191338,2645351272.451575,35146851979.220856
4114257335.613928,34841419661.600937,2655857346.995942,35190741838.873955
4124671194.106337,34884870816.545250,2666376532.661704,35234628558.566017
4135098031.358100,34928318859.147583,2676908828.511205,35278512134.380913
4145537846.439217,34971763785.531532,2687454233.605618,35322392562.402771
4155990638.418531,35015205591.821068,2698012747.004952,35366269838.716019
4166456406.363728,35058644274.140312,2708584367.768044,35410143959.405373
4176935149.341333,35102079828.613686,2719169094.952560,35454014920.555801
4187426866.416722,35145512251.365936,2729766927.615004,35497882718.252556
4197931556.654104,35188941538.522072,2740377864.810706,35541747348.581192
4208449219.116538,35232367686.207367,2751001905.593832,35585608807.627541
4218979852.865920,35275790690.547363,2761639049.017379,35629467091.477699
4229523456.962996,35319210547.667953,2772289294.133172,35673322196.218071
4240080030.467349,35362627253.695221,2782952639.991873,35717174117.935326
4250649572.437408,35406040804.755608,2793629085.642976,35761022852.716400
4261232081.930446,35449451196.975754,2804318630.134804,35804868396.648560
4271827558.002577,35492858426.482651,2815021272.514516,35848710745.819305
4282435999.708761,35536262489.403534,2825737011.828099,35892549896.316452
4293057406.102798,35579663381.865974,2836465847.120376,35936385844.228104
4303691776.237336,35623061099.997772,2847207777.434999,35980218585.642616
4314339109.163861,35666455639.926979,2857962801.814457,36024048116.648659
4324999403.932711,35709846997.782005,2868730919.300070,36067874433.335197
4335672659.593056,35753235169.691536,2879512128.931992,36111697531.791428
4346358875.192925,35796620151.784477,2890306429.749205,36155517408.106873
4357058049.779179,35840001940.190132,2901113820.789528,36199334058.371353
4367770182.397525,35883380531.037964,2911934301.089615,36243147478.674934
4378495272.092522,35926755920.457764,2922767869.684950,36286957665.108032
4389233317.907563,35970128104.579651,2933614525.609848,36330764613.761307
4399984318.884891,36013497079.533989,2944474267.897465,36374568320.725685
4410748274.065592,36056862841.451424,2955347095.579784,36418368782.092430
4421525182.489598,36100225386.462929,2966233007.687622,36462165993.953087
4432315043.195683,36143584710.699715,2977132003.250630,36505959952.399467
4443117855.221472,36186940810.293297,2988044081.297296,36549750653.523659
4453933617.603425,36230293681.375504,2998969240.854937,36593538093.418068
4464762329.376852,36273643320.078438,3009907480.949709,36637322268.175385
4475603989.575910,36316989722.534454,3020858800.606597,36681103173.888573
4486458597.233601,36360332884.876251,3031823198.849423,36724880806.650940
4497326151.381768,36403672803.236763,3042800674.700840,36768655162.556023
4508206651.051100,36447009473.749252,3053791227.182342,36812426237.697678
4519100095.271132,36490342892.547249,3064794855.314250,36856194028.170052
4530006483.070246,36533673055.764595,3075811558.115722,36899958530.067566
